processed_text,airline_sentiment
paid 200 rental car not go 3rd day,negative
thanks expected wait not long,negative
understand weather issue time cancelled flighted reinstated cancelled flighted hardly updates nothing,negative
despite mother nature best efforts good humored folks got us home safely area heavily affected winter storms,positive
sadly not get much help travel agent disappointing,negative
bos msp msp aus aus bos site not seem display fields middle trip add 3rd,negative
not able rebook another flight drove atl catch flight charged 40 get group,negative
worst customer service earth never fly airline,negative
flight yesterday cancelled flighted got airport 4am today time flight w delayed cancelled flighted reinstated caused,negative
flight 4968 n8325d departs enroute airport,negative
flights looking tomorrow morning nashville bna fort lauderdale fll,neutral
awesome thanks,positive
boat 8am flight jacksonville get,negative
concerned cancelled flight flight bna tomorrow,negative
think flight 1945 bna lax get ground tomorrow please snowbama,neutral
really appreciate follow always fly reason,positive
pieces found safely delivered home afternoon,positive
stop bs promos anywhere starting 79 click everywhere would fly 130 place 79 cle nothanks ✈,negative
contact know changes destination really evaluate thanks,neutral
know one thing would never treat customers like,negative
trying fly chicago not live send home bullshit ass customer service,negative
4 flights cancelled flightled one week customer service 💩 💩 💩,negative
4 flights cancelled flightled sick 😠 😠,negative
poor customer service thru cxl flights flew 😔,negative
corporate number not trying accommodate,negative
el paso deals may ❤ ❤ ❤ 😍 🌏,positive
cannot checkin online 2 00 flight tomorrow fr cancun undefined error 800 not working family 4 not want cgroup help,negative
anyone ever answer phone poor,negative
2 mins departure 4125 no announced update nor update time status everyone standing comeon,negative
get kind update delayed flight boston houston 7 30 really need back home tonight,negative
e boss long hold waited 35 minutes gave,negative
know hard predict flights dallas nashville tomorrow,neutral
plans make southwest app android not crappy,negative
thanks keep checking trying book first disney world vacation,positive
thanks taking good care luggage,negative
yeah 4 rebooked tomorrow hoping 3rd time charm no cancelled flightled flights,negative
thank know ya cannot control weather appreciate ya working get flight rebooked last two days,positive
iii need help flight schedule haha,neutral
make premium wifi pay 30 decent slow fi,negative
time time next flight thursday,positive
extremely disappointed poor customer service provided cancelled flighting flight today unprofessional,negative
helped nice lady phx checkin spent 4 hours hold 24 hours might want look efficiency,negative
told last time would never fly really messed today thanks flight 1802 worst airline ever,negative
done messed planned trip costarica pennies vacatime ✈ 💺,negative
not sorry sat plane 3 hours waiting engine fixed got luggage lost k,negative
flight 771 tomorrow wed 2 18 den bna delayed cancelled flightled,neutral
shows one flight one way try go home page book roundtrip nothing available,negative
flying tomorrow please not cancelled flight lol 😜 ✈,neutral
no worries would rather safe ground take chances yes tomorrow bna reopens ☺,positive
need help cancelled flighting flight back calls times ridiculous,negative
fattuesday great job celebrating mardigras today atlanta airport another reason nuts,positive
customer service terrible terrible thought know,negative
winners destinationdragons announced,neutral
awwweesssooomee,positive
pts expired made prchase @ online retailer b told sw not show 6 8 wks l8 2 keepmy pts,negative
guys must swamped even took corporate travel long time get everything worked end,neutral
tremendous job atlanta airport saw sw celebrate mardi gras another reason nuts guys,neutral
officially worst customer service airline ever dealt southwestairlines poor,negative
think need follow dm,neutral
fastest response day hour phone never got hold hour line never got flight booking problems desk,negative
rebook atlanta drive nashville pay ridiculous price difference bad weather good business,negative
expect open reservation november,neutral
amazing customer service well definitely fly guys instrument involved 10 10,positive
going flying nashville deicer short planes tomorrow morning,neutral
social media team said sorry thankfully submitting complaint got resolution amazing rep called,positive
scheduled come back tomorrow finally not know swa not flown nashville yet,neutral
flight 1613 cancelled flightled wife stuck phoenix way slc san thanks lot southwest,negative
never got cancelled flightlation text morning either bushleague number call weakservice,negative
knows blackhistorymonth commercial another thing add reasons fly southwestairlines,positive
late flight,negative
get flt 3768 instead 2522 rt,neutral
no seriously wtf nochill,negative
yes could not explain 2 hour 45 minute hold time,negative
mco gt dca flight almost full people screwed msy dca cancelled flightation not cancelled flight swa mistake,negative
take electric skateboard domestic flight policies listed site regular boards apply,neutral
employees great,positive
confirmation number new reservation fp9m6y traveling 3 year old please email jennifer cascino @gmail com,neutral
no charging station san,negative
thanks reply something phones becuz 2 dropped calls 2 hours hold got 1 ring,positive
thank vouchers long wait runway saturday night bwi really appreciate swfan,positive
need song next commercial swa love,neutral
jh thank finally got second time,positive
4 9 14 need fly gsp dsm claims no sched avail book separately not together,negative
thank hung 1hr 7min hold would like dm contact info,negative
checkin system poor,negative
haha thanks explanation,positive
employees spreading bit mardigras cheer 7 30 morning atlanta nftyconvention,neutral
trouble checking please add dm,negative
wifi yesterday flight extremely slow waste 8 lost travel time work,negative
flight cancelled flightled monday looking cancelled flight credit card,negative
still ground gt 30mins planned departure california no weather originally told 10 min delay,negative
understand wonderful miriam customer service able reroute got rental car discounts,neutral
not yet supposed get early evening tonight not want go store buy new necessities,negative
not possible call swa phone put hold hour cut,negative
gf 2 5yrs sf live tulsa swa always takes see love southwestluvsweeps,positive
hi got known traveler would like add flight already purchased best option,neutral
nashville airport runways open appears southwest airline cancelled flighting flights likely change,negative
phone hour waiting please answer thank notcool,negative
get rr credit card get points family way,neutral
sent thanks vp,positive
tsa pre boarding pass mean,neutral
still stranded dc sat 3 30am 100 kids starving exhausted,negative
flight 211pilot spilled tea radio yay delays almost hour,negative
haha yeah making joke,neutral
thank much stepping game making day night elevator music much appreciated,positive
used love keep rescheduling flights southworst,negative
start already wasted 1 5 hrs phone wait time already,negative
talking customer service makes appreciate even could learn much,positive
brother girlfriend flight cancelled flightled 3 times leaving 72 hours late flight dropping letter grades school help,negative
thank email rr pts gain not clear mine r gone anything appreciated,neutral
thanks response able get situation resolved not fan mother nature today,positive
way add known traveler number existing reservation online not not,neutral
needs offer college student discount fly home 😭 😭,neutral
cancelled flightled flight bna flight bna 2 mdw tomorrow stranded den hold day,negative
thanks think got figured,positive
lga san diego,neutral
missing 6 000 points one account spread four assuming create accounts,negative
right point kids not fly often bought four round trip tickets dtw phx,negative
got flight 11 55am thursday looking something tomorrow anything available,positive
desparately need make nonstop bna gt tul cmon popular right 😄,neutral
thank response got getting points onto rewards account,neutral
tried dm not let says not following,neutral
chances flight leaving bna tomorrow 6 20 lga,neutral
got squared away thank man inside help,positive
please pm number lodge formal complaints thanks,negative
sent dm details,neutral
good thing noticed routed 7 total passengers impossible triple connection well,negative
gate agent routed impossible itinerary find new airline get us home super bummed,negative
auto callbacks not wait hold,negative
received email w reso email not associated swa account cc info sister fraud please dm,negative
onboard wifi bad taking 20 minutes send tweet working table disappointed,negative
another great flight crew las vegas chicago 3397 thanks,positive
recommend upgrading ivr using call back email texting know caller,negative
entire flight luggage missing dca hour nobody knows anything,negative
get hold called twice kicked calls 3 6 phonedied alistpreferred,negative
airline not flying bna today,negative
finally got thanks,positive
spent 87 minutes counting hold w today first 48 minutes gave trying 43rd min,negative
airline everyone else great soured whole experience hope not next time,negative
thanks got put flight tomorrow not much faith get ground tomorrow though,positive
think shot cannot find flight arrives business san thu really want go,negative
woman working counter philly 630 needs fired due bad weather along passengers,negative
earlier reflight booking problems flight not get screencap said unspecified error call swa,negative
buying early bird pointless moved different flight b c first one delayed lost boarding position,negative
problem website tried making changes w app site got unspecified errors,negative
love southwest payton taylor,positive
rdu flights expected ok afternoon tonight,neutral
super disappointed today first time stress book flight another airline airport,negative
put next flight available tomorrow morning idea bna open morning flight,negative
hey swair tortured boarding flight 1971 due one gate agent board assisted folks one time,negative
understand delay stuck plane longer flight unacceptable,negative
absolutely send,neutral
no worries best already cancelled flighted biz trip still love rr 10798717 63,positive
30 years flying never pissed many incidents one flight,negative
heard apology 45 times gt 60 mins hold flying another airport different time delayed,negative
happily need follow order dm,neutral
make sure tell everyone know around horrible experience also post business page,negative
currently bringing 3 year old bathroom rushed flight attendant,negative
no worries got thru eventually curious best luck dealing weather,positive
not terribly inspired call customer service future,negative
also said could not even book flight put hold someone else,negative
person talked could not anything not normally available online no charge part,negative
someone help set callback today,negative
cancelled flightlations link rebook like initial storm issues,negative
really not guidance call via phone back logged could done online 3 minutes,negative
no rebook flight board bham,negative
please send number call talk person not put hold,negative
flt 648 buf mco conf fgkxv 5 please also look reimburse car 5877019 25count cancelled flight,negative
almost 2 hours hold need cancelled flight flight get refund airlines operating,negative
need accommodating loyal customers not happy,negative
yes thank oct 25 oct 31,positive
eventually get flight cancelled flightled decided drive gave holding process refund,negative
already rebooked tomorrow fingers crossed,neutral
followed,neutral
worst customer service terrible attitudes not care big storm employees need attitude adjustment,negative
could send dm,neutral
following not think dm follow,neutral
flight cancelled flightled bna reschedule travel funds put back account future use,negative
kidding needed help yesterday landed waiting connection never fly southwest,negative
bags back ding,negative
yeah bruh bool niggaz need hire workers something next time going forced ta disrespect,negative
always fly sw loyalrrmember,positive
thank someone finally answered able change flight cancelled flighted ice thank response,positive
trying add dog flight cannot get,negative
need request refund flight cancelled flightled morning due weather,negative
thanks ton,positive
love ya sing song finally get plane back nashville lovesouthwestair,positive
hi thanks exact link specific page site share flight status thanks,neutral
no exceptions national awards,neutral
idea flights nashville tomorrow clear cancelled flightled,neutral
sale delighted,positive
time thank,positive
finally integration w passbook great valentine gift better chocolate flight heart,positive
finally,neutral
guys awesome dontchangeathing love,positive
karen customer service helpful thank providing one bright spot frustrating situation,positive
twitter says cannot dm someone unless follow follows twitter thanks,negative
thank twitter says cannot dm someone unless follow follows twitter,negative
5 50 sold,neutral
2 others,neutral
follow flight cancelled flightled cannot rebook online hold 2 hours would love dm flight info thank,negative
also find ridiculous tweeting since 3 50 est still received no response 9 hours,negative
thanks yes got biggest frustration no longer able check online flight 4 cancelled flights,negative
flights still getting logan could not manage get one 6 not snowing,negative
45mins wait phone no option callback finally hang phone dying customerservice,negative
landing early morning airport snowfall,neutral
sure fhk 2te scheduled leave weekend need push october,neutral
good flight eventually took landed safely oh got free cup wine thanks,positive
noticed rates increased days ago promotion ended idea another promotion coming thanks,neutral
no flights nashville today kidding airlines flying not frustrated,negative
says sold coworkers would need get first available,neutral
trying change family vacation due measles outbreak not able get anyone phone help,negative
f5r3zz,neutral
got mess dtw staff great,positive
flying lga dead winter jvstatus ewr jfk always intelligent option,negative
great job passbook integration really help streamline commute san fran 😊 ☕ 📲 ✈,positive
need reschedule flight hold almost hour ridiculous best number call,negative
condescension must quality co rewards tone reeks,negative
great job looking forward next trip able use new feature,positive
update flights bna today,neutral
damn weather messing everything serenitynow,neutral
could tell upgrades available flight stl tomorrow morning,neutral
disappointed customer service right flight one cancelled flightled airport losing 2 days trip,negative
hold hour not cool guys,negative
hold hour half trying change flight bna not happy customer service right,negative
got thanks insight happen tomorrow,neutral
chance adding lax gt jfk direct time future,neutral
thank given reply 2 years ago direct area learn improvements,negative
disconnected call 2 5 hours without even speaking octaviannightmare,negative
injured check yesterday told go dr hold swa hour trying talk someone suggestions,negative
trying get phone confirm funds cancelled flightled reservation still used future help,negative
considered adding call back someone free feature support line,negative
hold customer service hour help,negative
hold hour 59 57 type ridiculous need link chart routes time,negative
flight cancelled flightled reflight booking problems online not worked second round hold 3 hrs options,negative
kudos rsw cs crew routing pax alleviate sale due graded eqp 800 500,negative
trying fly nashville tomorrow looking,neutral
think flights nashville cancelled flighted tomorrow,neutral
not try get customers destinations no help get another airline no flights 3 days,negative
list preferred customer loyal swa however inflight wifi no better today 4 years ago,negative
bad getting memo reservation contains modifications prevent changing online fusturated,negative
almost 2 hours hold 2 hours life cannot get back thanks,negative
discount three delays,negative
tried online told must call b c modifications reservation hold almost 2 hours,negative
outstanding customer service thank,positive
trying get cust relations another use,neutral
fly may 3rd plz advise,neutral
worst customer service airline ever flown,negative
need updates flights 464 3574 hold 2 hours,negative
hi flight bna lga cancelled flighted morning 1814 looks like flights bna taking chance,negative
link article says routes times routes likely like tul dal 1 00pm 7 none,neutral
southwest mobile boarding passes available ios passbook,neutral
cancelled flightled flight bna today hold hour frustrated 😠,negative
beautiful thanks ton,positive
tried rebook online says pay 200 difference price please help,negative
showing flight 4720 delayed would boarding pass still good seat given away,negative
cannot update flight online cancelled flighted twice already going hour 2 hold,negative
guys real hold 4 hours including one hangup please someone reach get back,negative
kind early idea dates first week sept come available,neutral
last 4 times arrived gate blocked slow depart plane leading 30 60 min delays,negative
hold gt 30 minutes cancelled flightled flight still not talked anyone flight soon gives,negative
hoping answer phone today,negative
husband hold 2 5 hrs got disconnected new wait 30 min cannot confirm res due fact booked line nuts,negative
thanks expect operational tomorrow nashville,positive
guys jacked prices said prices going lowered smh,negative
hold 2 hours hung 3 cancelled flightled flights running daycare kids trapped home,negative
really unhelpful cannot rebook online,negative
allows passengers 2 harass gate agents mistakefurious nothing 6yo scared,negative
flight cancelled flightled not let rebook online wait time phone long please help,negative
guys got something inability check online international flight 1 2,neutral
temporary site glitch no longer offering flights grr geg feb cannot find online,neutral
not answer phones horribleservice neveragain frustrated answerthephone,negative
stuck sju several hours no one answering really tough love sw no response bad,negative
nice work update,positive
guys hour 2 phone hold 3am volume short staffing,negative
cool bags take bit longer not give baggage blue balls turn carousel tell coming not,negative
yesterday way ewr fll take wheelsup jetbluesofly,positive
hope fly often would hate change airlines,neutral
flight 1041 savannah ga,neutral
not flight came late flight jetblue employee informed us,negative
everyone pilots no found last flight plane dirty clean area seat,negative
update flight 462 would appreciated time thanks,neutral
check dm please,neutral
hey guys last flight earn 0 pts,negative
2 aisles empty evermoreroom seats cannot move not pay nonsense waste jetblue jetbluebos cheap,negative
marty st george really zero clue still job nobaggagefees,negative
booked tomorrow 250 higher 1st reservation pgfryz get standby list 4 tonight would help,negative
submitted hoping quick decision tied another donation received proposal 27th annual gala org boundless readers,neutral
cancelled flighting flight pushing next day would lose 150 hotel trying get day flight,negative
thank information,positive
ok dominican republic numbers,neutral
tried phone laptop,negative
cancelled flighted flight went another airline 2 leave 2day cancelled flighted also called jetblue got flight 250 👺,negative
sale please soon need tan,neutral
yeah looking specific dates keep checking daily fare drop,neutral
hello good afternoon need know much flying summer june 13th,neutral
wondering website issues today trying book flight visa always use rejecting,negative
upset lack communication received time flight 1170 mco,negative
not dates destination headed 😔,neutral
spent three hours talking different people could not help probably not using jetblue,negative
great,positive
thanks great recap would not able sleep nervous bad guy getting away 😉,positive
flying w infant 1st time bring canister powder formula carry use plastic formula divider,neutral
flight 117 proud fly jet blue,positive
awesome thanks hold,positive
not sure anything help would great,neutral
call back five times get someone phone knew time getaway went 200,negative
really no flights bay area chicago anymore lame lame,negative
cannot book flight outdated forced opt verified visa nonsense help girl want get,negative
stop trying make fleek happen pointsme,neutral
luggage fees not b flying jb least aa gives platinum pass 2 bags tired overchging bg herded like cattle 2slaughter,negative
chances actually flying charleston today cold rainy weather south places,positive
see working picking trip two type,positive
poop barely works,negative
thanks quick reply wanted make sure not account,positive
wifi lie hate,negative
issue website logging app know entering info correctly cannot sign,negative
trouble signing trueblue today despite right credentials getting not able sign message,negative
would not mind paying snacks no tix great job guys,positive
flight 462 boston delayed due weather tampa,neutral
like baejet airways amirite right back ya,neutral
amex plat holders provided access credit airspace lounge jkf,neutral
many thanks always employees professional courteous whenever option go airlines,neutral
come provide service destin fort walton beach airport,neutral
appreciate credit troubles lack personal response troubles,negative
enjoy fleet fleek,neutral
yer deals never seem include nyc gt pdx nyc gt pgh wish,neutral
thank headed lbc oak,neutral
go napkins pretty much say,positive
fleet fleek 🙈,neutral
slobodin not would sure love see ruth justdoit youknowyouwantto know well 💘,positive
love never work day life 😊,neutral
drops 75 take two people vice versa back forth,neutral
not need cut services charge give better flying experience use jet blue first place,positive
longing look blue eyes firstlove,positive
best flyfi ondemand leatherseats hipunis legroom,positive
sigh fleet fleek,neutral
please start flying guyana soon,neutral
leave certain things kids,neutral
wow thanks thinking us greg heard sobewff amazing heard ps thanks info teamnkh,positive
annnddd booked flight easy,positive
thank credits however submitted complaints property vacation package hope listen,negative
fleet fleek,neutral
need help moving dc want book one way fare website not seem let missing something,negative
glowing crew aircraft sparkled guys know right might good partnership,positive
friend bought ticket last night one routes cost way help,neutral
returning sobewff limited carry space tummy next flight try snack,neutral
glad like feel free steal,positive
blue helped bring color eyes promise not eat free snacks,positive
thanks customers like stay loyal check landing,positive
a320 pulling gate sunrises morning jetbluesofly jetblue airbus,positive
thanks quick response yep tried cannot find flight input confirmation,positive
wish everyone felt like,positive
sounds great thank,positive
upon sale not include btv usual jetbluehatesbtv,negative
cannot link flight last week trublue account 1800 num not answering not make fly not,negative
nice see veterans advantage program gate sunday @ mco keep good work jetblue,positive
incredible pr team 👏 👏 👏,positive
thanks finding lower fares already carriers direct flights july 8 13,positive
get us flight vieques good right not looking promising,negative
offering special fares,neutral
believe website said could receive credit upcoming flights since cancelled flighted last one true,neutral
month ago flight booked cancelled flight flight booking problems separate flight different occasion,neutral
hi friend question moment,neutral
thanks kind words janna weappreciateyou trueblue feeling like boss jetbluefame,positive
boarding back airplane first like boss sosmart jetblue frequentflyerappreciates alsoyayforsnacks,positive
sooo earlier said could not fly school trip 😏,positive
flight 1856 delayed buffalo direct flight plane gate,negative
missing connecting transportation puerto rico result need get vieques today,negative
supposed vieques 3pm,negative
customer service today deplorable plenty ways could gotten us flight badcustomerservice,negative
absolutely missed connection caused us miss ferry vieques get us vieques also flight vouchers prbound,negative
hi rough idea january 2016 flights made available,neutral
sending n598jb uvf today weekday not weekend,negative
always amazing jetblue trueblue,positive
experienced better service making connecting flight badcustomerservice jfk pr,negative
gates main terminal @ dca members keeping watch atct avgeek,neutral
great land jfk,positive
service getting worse worse plane cannot fly waiting 2nd aircraft much planning,negative
haha ty know time lane opens logan,positive
flight 1447 n351jb jblu arrives following flight westchester county airport,neutral
no seat assignment 5 mins flight line 20 people deep guess sitting baggage,negative
go 2nd round trip ca week trueblue,neutral
sure 💙,positive
wants customs long beach airport future international flights cc,neutral
worst flying experience ever suffered would appreciate money back,negative
second call customer service fifth person talked amazing rep fixed 5 mins persistence,positive
rt fleet fleek,neutral
wife sent family invite never accepted not locked family account never got created,negative
hey guys tail number assigned yet flight 1373 tomorrow,neutral
spent hour phone customer service find cannot help need help family pooling soon possible,negative
airport ready get red eye going sooo sleepy noplacelikehome eventhoughits 2degreesathome,neutral
customer service says since wife setup family account cannot join mine year help fix please,negative
full capacity also pid extra seats perhaps crew could helpful,negative
twice said cannot dim lights first flight,negative
hope still bae haa man,neutral
domestic wanted idea not get surprised,neutral
makes two us lol blushing,positive
would storage container like green one acceptable check luggage 18gal totes,neutral
happy anniversary hard believe 15 young,positive
jfk nyc staff amazing lax jetblue sending email details disappointing experience,negative
1680 super smooth flight landing nicely done,positive
try harder take winners attitude work,neutral
better better passengers flight 108 jfk pwm,negative
would air new plane redirected mechanical errors aka delays 2 3,negative
delay flights redirect gate tell stuck original gate would 1 3,negative
fleet fleek happened,neutral
definitely no note whoever stole,negative
4 hour policy called said not report soon enough would changed noticed sooner,negative
hopefully help someone future would different procedure discovered theft sooner,negative
soon realized try figure stealing people bags security cameras anything,negative
since stranded syr without ride missed window opportunity rights matter 4 hours,negative
absolutely no worries never flying ever even hitch hike cross country passengersarepeople,negative
not lose luggage,negative
directed mobile website direct link get together,negative
made many mistakes short period time would lost job point,negative
understand someone traveled 2 hours get early relax flight etc adv notice maybe,negative
not one four flights trip time companies problem,negative
stop madness rt fleet fleek,neutral
cannot find good photo got one goodnight,neutral
fyi onboard 616 comfortably travelling jfk seat no problem said thanks making flying civilized,positive
like follow,positive
mco lag two hour delay sitting tarmac going 40 minutes infants crying plane get us plane,negative
maintenance flight landed jamaica go security get term 3 cleaned board,negative
not answer,negative
ask ask pilot tell name aiecraft,neutral
airport code test go slc bos mco,neutral
fleet fleek lt lt fuckin funny 😂,neutral
formally requests establish customs facilities international flights,neutral
see started rt fleet fleek,negative
navigating 2 rebooks due flu ice visit mother cs reps helpful patient friendly,negative
flights charleston tomorrow time possibility delays cancelled flightlations,neutral
well plane landed international terminal announced 10 pm new time,negative
seats waiting hold 20 minutes gone stay another night charleston pricy,negative
not ok cancelled flight flight 1274 tomorrow weather rebook 4 flight next day flight tomorrow night no compensation,negative
guess not able anything improve time looks even late flightr going zombie tomorrow,negative
welp fleet fleek,neutral
plan repair brand via,neutral
ok hope thy bahamas next,neutral
not trying make look bad website says due weather charleston nc actually sc not nc,positive
people working contact project works,neutral
chging flight isit possible pay fare difference dollars ticket bought completely via point redemption,neutral
home guys recovered laugh extra day barbados open cuba soon,negative
one look must getting old damn,negative
oh yeah rt fleet fleek,neutral
guys flying froward bahamas,neutral
way thanks responding quickly,positive
no weird picked cities test worked not one want works phone though use,neutral
flight tomorrow morning cancelled flighted cannot seem rebook cannot even get seat no clear answer cancelled flighted,negative
listen not going deny rt fleet fleek,neutral
rt fleet fleek 👉 🚪,neutral
found camera thank rock,positive
fleet fleek smh,neutral
sway fleet fleek,neutral
um wut fleet fleek,neutral
alright someone stop rt fleet fleek,neutral
stop please rt fleet fleek,positive
shut door way 🙅,neutral
transferring trueblue points within family pooling members cost set contribution pool already,negative
gotcha thanks update ready go whenever enjoy evening,positive
non profit arc would love tickets rely airlines extractions saving abducted children returning home,neutral
gotcha lessening delay part not happening right,negative
social agencies cannot nice things fleet fleek,negative
rt new airline expected make way mem,neutral
well thankfully got nice food court update posted,positive
smh rt fleet fleek,neutral
fleet fleek plz stop,negative
fleet fleek 😂 😂,neutral
ceo challenge appease passengers wall street columbian,neutral
heard planning letting people fly overhead compartments would,neutral
heard companies studying popular lingo advertising depressing embarrassing,negative
stop,negative
idea caused delay flight 1316 fll gt jax,negative
worked ty,positive
saying change amazing like miami 😉,neutral
app still saying cannot dm,negative
lololololol fleet fleek 😳,neutral
flight delayed hope not miss connecting please not fuck girlfriend,negative
good miami terminal,neutral
fleet fleek oh word,neutral
everyone overreacting keep swag,neutral
fleet fleek 😂,neutral
mom always said never settle chips not blue not,neutral
would prefer similar picture full e190 tails great shot,positive
relieved flying listening everyone neighboring gate bitch spirit airline better,positive
fleet fleek no better,positive
fleet fleek let us keep professional,neutral
2 great flights bahamas even bad weather northeast thanks great service,positive
omgee onfleek many people even know means lol 😭 😁 😆 😵,neutral
ceo battles appease passengers wall street waterbury republican american,neutral
received voucher want improve relations front passengers,negative
fleet fleek foh,neutral
excited hear move towards international travel long beach airport,positive
two rows,neutral
fleet fleek nooo,neutral
thanks much talking article twitter chats came great contentmarketing,positive
three hours delayed flight staring blank screen least heads could download movie,negative
hate 😒,negative
ha fleet fleek,neutral
really proactive passengers know entertainment system not working least let get mag,negative
hi flew airline australia saw zero kangaroos rectified,neutral
no not fleet fleek,neutral
fleet fleek 😂 😂 😂,neutral
know flight deemed dark flight,neutral
bruh fleet fleek,neutral
ceo battles appease passengers investors toledo blade,neutral
check not believe given credit automatically,neutral
fleet fleek wtf 😂 😂 😂,neutral
lol k fleet fleek,neutral
fleet fleek freberg 15,neutral
nooo not please not rt fleet fleek 😩,negative
fleet fleek lol wut,neutral
fleet fleek lmfaooo hook flight,neutral
fleet fleek 🚶 🚶 🚶,neutral
indeed not 😉,neutral
major plane wide directtv issues yesterday system kept reset crew member,negative
not helping since bunch us trying get time,negative
need get 3 yr old nassau sea meet great granny named turned 103 flyingitforward,neutral
got time reply share thoughts greater detail via web form,neutral
yasss da fuccc rt fleet fleek,neutral
guys operate world class company thank,positive
fleet fleek lol,neutral
oh wow sm fleet fleek,neutral
real rt fleet fleek,neutral
not even gotten plane yet cannot afford miss flight back boston ugh,negative
sorry unfollowing,negative
landed vegas not allowed leave plane yet thanks making miss flight 1 pm fustrated,negative
loved service staff newark today good service goes along way appreciate preciation nj tampa ✈ 🔵 🔵 🔵,positive
lord fleet fleek,neutral
fleet fleek c mon fam no ok 😭 😭,neutral
lord,neutral
not fleet fleek,neutral
start flight booking problems flights november,neutral
not show larry fedora rt fleet fleek,positive
no fleet fleek,neutral
fleet fleek r serious,neutral
cannot nice things rt fleet fleek,neutral
rt fleet fleek 😂 😂,neutral
fleet fleek wow,neutral
lolol myc 88,positive
shows us sense humor tongue cheek flight etiquette videos,positive
case needed confirmation fleek dead gone rt fleet fleek,negative
fights air,negative
fleet fleek refrain want say,neutral
fleet fleek see,neutral
stahhppp rt fleet fleek,neutral
no jetblue no fleet fleek,negative
brands stop shit no stop rt fleet fleek,negative
late flight rt fleet fleek,neutral
shits got stop rt fleet fleek,negative
true maybe wish expedited security haha,positive
hate internet lol,neutral
c mon worse jetbae rt fleet fleek,negative
welll rt fleet fleek,neutral
peak caucasity rt fleet fleek,neutral
hate rt fleet fleek,negative
power moves rt fleet fleek,positive
sir rt fleet fleek,negative
stop fleet fleek,negative
jetblue reading nytimes fleet fleek,neutral
stop madness fleet fleek,negative
bro,neutral
fleet fleek lmaooo 😂 😂 😂,neutral
delete tweet,neutral
well duh grandfather got hired tsa agent currently pwm,neutral
lmfaooo fleet fleek,positive
also party sister mom three separate reservations tsa let us us go together alone,neutral
feel free travel vouchers assuage indignation,negative
also way get printed one records keep whenever fly,neutral
window exits give away,neutral
check tomorrow morning flight wens automatically add passbook,neutral
a320 right,neutral
okay rt fleet fleek,neutral
lol guys 4 months ago fleet fleek,positive
wow keeping times,positive
respond complaints cultural appropriation spirit airlines fly list,negative
fleet fleek 😩 😩 😩,neutral
not really flight catch 1 pm vegas praying not miss flight,negative
no rt fleet fleek,neutral
really fleet fleek 😑,neutral
tell truth pic social media community managers not,neutral
spoke corp customer support already shame probably reasonable cheaper resolution regards,negative
lol fleet fleek see ballin new jets deck,neutral
not need rt fleet fleek,negative
always look forward jb rt looking forward welcoming onboard 💙,positive
block bike rt fleet fleek,neutral
info flight 704 sju jfk already delayed 2 1 2 hours,negative
awww man need buy ticket today home 1st march go assist,neutral
fleet fleek 😐 😑,negative
type plane flt 1065 bos rsw,neutral
rt fleet fleek 😕,neutral
toss ticket great pr sure every college student following willing rock wit 👀 👀,positive
know rt fleet fleek,neutral
please explain fleet fleek,neutral
sick,negative
fleet fleek 😒,neutral
fleet fleek lol wow,positive
3 kids 11 days 340 not work months advance,neutral
brink bankruptcy fleet fleek,neutral
not got yet 1 way lax nyc cost 190,neutral
x x rt fleet fleek,neutral
1way lax nyc area 190 possible,neutral
fleet fleek really jet blue lmao,neutral
lovely rt fleet fleek,positive
fleet fleek hate,negative
looking low rates bos vegas late flight june 3 kids sporting event deals breaks,neutral
tell need 1 way nyc might choose 😳,neutral
stahp rt fleet fleek 😂 😂 😭 😭 😭,neutral
virgin wifi 👀,neutral
jet booo rt fleet fleek 🍅 🍅 🍅,negative
fleet fleek 😐,neutral
no no no bad airline bad bops newspaper hope still bae,negative
tried fleet fleek,positive
fleet fleek ihop started 😑,neutral
fleet fleek lmao know white person said,neutral
not rt fleet fleek,negative
let someone black twitter multimedia department,negative
fleet fleek ❤ ❤ ❤,neutral
delete account,negative
less please,negative
family excited see 😊 😊,positive
fleet fleek smh expect trust childish airline life nah,negative
love flying question one planes called ny jets,positive
fleet fleek huh,neutral
fleet fleek make stop 😐,negative
lmao fleet fleek,neutral
sounds good 💙 💙 💙,positive
lolz fleek,neutral
running tweeter using word fleek,neutral
enough stop flying jetblue,negative
stop using word company rt fleet fleek,negative
fleet fleek jet blizzue hizouse,positive
fleet fleek cannot fly anymore good run ✌,negative
excited first time sunday march 1 get fly jetblue flight 123 mint jfk looking forward,positive
fleet fleek really jetblue fleek hell no petty 😂 😂 😂,negative
fleet fleek 😎,neutral
hahah love flying jet blue though 😂 👌 👌 👌,positive
fleet fleek lmfao,neutral
fleet fleek yasss jetblue tell,positive
booked flight guys reconsidering decision reading tweet,negative
not tweet nah rt fleet fleek,neutral
lmfao love,positive
woof,neutral
little time lol well actually lot 36 days excited,positive
rt fleet fleek 😒,negative
fleet fleek fleek dead yet,neutral
flight attendants fucking though rt fleet fleek,negative
fleet fleek no way,neutral
put baggage fees back free rt fleet fleek,neutral
bruh real tweet fleet fleek,neutral
nope rt fleet fleek,negative
rt fleet fleek 💯 💯 💯,neutral
no please stop,negative
well make sure never fly jetblue,negative
please not rt fleet fleek,neutral
digg,neutral
well go,positive
